10024	10050	1	17021	21768	2319	2322	3893	8640	2319
10024	10050	1	17072	21768	2319	2322	3944	8640	2319
10024	10071	1	17021	21801	2319	2326	3893	8673	2319
10024	10215	-1	17021	21855	2319	2367	3893	8727	-2319
10024	10493	1	17021	21977	2319	2431	3893	8849	2319
10024	10585	1	17021	22020	2319	2454	3893	8892	2319
10024	10719	1	17021	22098	2319	2482	3893	8970	2319
10024	10925	1	17021	22168	2319	2529	3893	9040	2319
10024	11170	-1	17072	22288	2319	2593	3944	9160	-2319
10024	11369	-1	17021	22363	2319	2632	3893	9235	-2319
10024	11773	-1	17021	22486	2319	2715	3893	9358	-2319
10024	11880	1	17021	22533	2319	2733	3893	9405	2319
10024	12103	-1	17072	22630	2319	2779	3944	9502	-2319
10024	12487	1	17021	22763	2319	2860	3893	9635	2319
10024	12655	1	17021	22806	2319	2888	3893	9678	2319
10024	12761	1	17021	22913	2319	2910	3893	9785	2319
10024	12826	1	17021	22947	2319	2931	3893	9819	2319
10024	13141	1	17021	23098	2319	3015	3893	9970	2319
10024	1362	1	17021	18194	2319	321	3893	5066	2319
10024	13684	1	17021	23323	2319	3142	3893	10195	2319
10024	13773	1	17021	23379	2319	3171	3893	10251	2319
10024	14839	1	17021	23809	2319	3408	3893	10681	2319
10024	15888	1	17021	24183	2319	3617	3893	11055	2319
10024	15985	-1	17072	24218	2319	3636	3944	11090	-2319
10024	16571	1	17021	24435	2319	3768	3893	11307	2319
10024	16906	-1	17021	24601	2319	3859	3893	11473	-2319
10024	2385	-1	17021	18594	2319	575	3893	5466	-2319
10024	301	1	17021	17716	2319	73	3893	4588	2319
10024	3246	1	17021	18952	2319	771	3893	5824	2319
10024	3458	-1	17021	19083	2319	821	3893	5955	-2319
10024	3458	-1	17072	19083	2319	821	3944	5955	-2319
10024	3716	1	17021	19200	2319	889	3893	6072	2319
10024	378	-1	17021	17759	2319	96	3893	4631	-2319
10024	378	-1	17072	17759	2319	96	3944	4631	-2319
10024	3990	1	17021	19312	2319	944	3893	6184	2319
10024	4006	1	17021	19320	2319	949	3893	6192	2319
10024	4055	1	17021	19340	2319	962	3893	6212	2319
10024	4426	1	17021	19480	2319	1051	3893	6352	2319
10024	4650	1	17072	19586	2319	1097	3944	6458	2319
10024	4650	1	17021	19586	2319	1097	3893	6458	2319
10024	5568	1	17021	19964	2319	1316	3893	6836	2319
10024	5602	1	17021	19975	2319	1323	3893	6847	2319
10024	599	1	17021	17864	2319	145	3893	4736	2319
10024	6060	-1	17072	20174	2319	1425	3944	7046	-2319
10024	6076	-1	17021	20188	2319	1428	3893	7060	-2319
10024	6157	-1	17021	20228	2319	1443	3893	7100	-2319
10024	6240	-1	17021	20263	2319	1471	3893	7135	-2319
10024	631	1	17021	17886	2319	153	3893	4758	2319
10024	6958	1	17021	20603	2319	1639	3893	7475	2319
10024	7345	1	17021	20769	2319	1738	3893	7641	2319
10024	8496	-1	17021	21182	2319	1998	3893	8054	-2319
10024	8944	-1	17021	21340	2319	2091	3893	8212	-2319
10024	9010	1	17021	21372	2319	2105	3893	8244	2319
10024	9091	1	17021	21392	2319	2121	3893	8264	2319
10024	9153	1	17021	21409	2319	2133	3893	8281	2319
10024	9291	1	17021	21467	2319	2162	3893	8339	2319
10024	9301	-1	17021	21471	2319	2166	3893	8343	-2319
10024	9410	1	17021	21501	2319	2188	3893	8373	2319
10024	9641	1	17021	21613	2319	2234	3893	8485	2319
10066	2919	1	17041	18829	2324	704	3913	5701	2324
10066	566	1	17072	17845	2324	138	3944	4717	2324
10066	566	1	17041	17845	2324	138	3913	4717	2324
10066	99	1	17041	17624	2324	18	3913	4496	2324
10151	10050	1	17072	21795	2350	2322	3944	8667	2350
10151	11462	1	17024	22406	2350	2656	3896	9278	2350
10151	11462	1	17080	22406	2350	2656	3952	9278	2350
10151	11462	1	17118	22406	2350	2656	3990	9278	2350
10151	11462	1	17164	22406	2350	2656	4036	9278	2350
10151	12219	-1	17024	22672	2350	2807	3896	9544	-2350
10151	5319	1	17072	19890	2350	1265	3944	6762	2350
10151	6938	1	17080	20586	2350	1630	3952	7458	2350
10151	6938	1	17118	20586	2350	1630	3990	7458	2350
10151	6938	1	17164	20586	2350	1630	4036	7458	2350
10151	6938	1	17024	20586	2350	1630	3896	7458	2350
10177	186	1	17031	17662	2354	43	3903	4534	2354
10177	186	1	17024	17662	2354	43	3896	4534	2354
10177	4893	1	17041	19705	2354	1157	3913	6577	2354
10177	514	-1	17074	17811	2354	128	3946	4683	-2354
10177	550	1	17118	17831	2354	135	3990	4703	2354
10177	630	1	17118	17874	2354	152	3990	4746	2354
10177	6825	1	17074	20493	2354	1601	3946	7365	2354
10177	831	1	17074	18002	2354	197	3946	4874	2354
10177	9246	1	17041	21434	2354	2150	3913	8306	2354
10177	9246	1	17072	21434	2354	2150	3944	8306	2354
10177	9527	-1	17048	21557	2354	2215	3920	8429	-2354
10177	9527	-1	17029	21557	2354	2215	3901	8429	-2354
10185	10281	1	17118	21903	2358	2389	3990	8775	2358
10185	10281	1	17176	21903	2358	2389	4048	8775	2358
10185	10281	1	17027	21903	2358	2389	3899	8775	2358
10185	10554	1	17039	22001	2358	2443	3911	8873	2358
10185	12000	-1	17037	22587	2358	2756	3909	9459	-2358
10185	12000	-1	17036	22587	2358	2756	3908	9459	-2358
10185	12728	1	17072	22846	2358	2902	3944	9718	2358
10185	12862	1	17478	22961	2358	2939	4350	9833	2358
10185	12862	1	17043	22961	2358	2939	3915	9833	2358
10185	12862	1	17072	22961	2358	2939	3944	9833	2358
10185	12862	1	17480	22961	2358	2939	4352	9833	2358
10185	12899	1	17072	23006	2358	2951	3944	9878	2358
10185	12899	1	17027	23006	2358	2951	3899	9878	2358
10185	12899	1	17176	23006	2358	2951	4048	9878	2358
10185	12899	1	17118	23006	2358	2951	3990	9878	2358
10185	13322	1	17072	23162	2358	3053	3944	10034	2358
10185	13394	1	17039	23202	2358	3071	3911	10074	2358
10185	13678	1	17074	23319	2358	3141	3946	10191	2358
10185	13731	1	17072	23336	2358	3153	3944	10208	2358
10185	14056	-1	17039	23484	2358	3236	3911	10356	-2358
10185	14200	-1	17020	23568	2358	3272	3892	10440	-2358
10185	15281	1	17074	23971	2358	3507	3946	10843	2358
10185	15326	1	17480	23995	2358	3513	4352	10867	2358
10185	15326	1	17478	23995	2358	3513	4350	10867	2358
10185	15326	1	17072	23995	2358	3513	3944	10867	2358
10185	15326	1	17043	23995	2358	3513	3915	10867	2358
10185	15351	-1	17037	24003	2358	3515	3909	10875	-2358
10185	1537	1	17072	18280	2358	367	3944	5152	2358
10185	15771	1	17048	24144	2358	3596	3920	11016	2358
